transaction_id,customer_id,transaction_timestamp,merchant_id,merchant_name,product_category,product_name,amount,fee_amount,cashback_amount,loyalty_points,payment_method,transaction_status,device_type,location_type,currency,updated_at
TXN_20251130_014962,USER_0190,2025-11-30 11:37:27,MERCH_0206,Merchant_0205,Travel,Metro Card Recharge,1878.23,51.96,86.64,118,UPI,Successful,iOS,Rural,INR,2025-11-30 11:37:27
TXN_20251130_014963,USER_0625,2025-11-30 12:05:39,MERCH_0328,Merchant_0327,Health,Gym Membership,3180.72,75.06,54.46,226,UPI,Successful,Android,Urban,INR,2025-11-30 12:05:39
TXN_20251130_014964,USER_0361,2025-11-30 10:22:02,MERCH_0112,Merchant_0111,Food,Pizza Large,1108.98,29.79,0.59,84,UPI,Successful,Web,Urban,INR,2025-11-30 10:22:02
TXN_20251130_014965,USER_0657,2025-11-30 04:59:49,MERCH_0264,Merchant_0263,Groceries,Wheat Flour 10kg,2225.93,63.85,86.89,166,UPI,Successful,Android,Urban,INR,2025-11-30 04:59:49
TXN_20251130_014966,USER_0911,2025-11-30 23:28:03,MERCH_0298,Merchant_0297,Bills,Water Bill,3465.08,52.28,89.51,184,UPI,Successful,Android,Urban,INR,2025-11-30 23:28:03
TXN_20251130_014967,USER_0247,2025-11-30 01:40:54,MERCH_0407,Merchant_0406,Travel,Car Rental Daily,3514.15,68.5,25.08,215,UPI,Successful,Android,Urban,INR,2025-11-30 01:40:54
TXN_20251130_014968,USER_0734,2025-11-30 05:29:06,MERCH_0462,Merchant_0461,Health,Protein Powder 1kg,3923.63,93.2,105.71,200,Wallet Balance,Successful,Android,Suburban,INR,2025-11-30 05:29:06
TXN_20251130_014969,USER_0780,2025-11-30 07:07:51,MERCH_0335,Merchant_0334,Others,Home Decor Item,1250.96,26.72,50.58,94,UPI,Successful,Android,Suburban,INR,2025-11-30 07:07:51
TXN_20251130_014970,USER_0465,2025-11-30 05:10:56,MERCH_0397,Merchant_0396,Groceries,Tea Powder 1kg,1118.38,20.68,40.02,67,Credit Card,Successful,Android,Suburban,INR,2025-11-30 05:10:56
TXN_20251130_014971,USER_0255,2025-11-30 16:07:12,MERCH_0175,Merchant_0174,Food,Burger Combo,367.17,9.99,0.0,0,UPI,Failed,Android,Urban,INR,2025-11-30 16:07:12
TXN_20251130_014972,USER_0725,2025-11-30 11:51:44,MERCH_0180,Merchant_0179,Education,Study Lamp,3050.98,70.21,106.15,160,Bank Transfer,Successful,Web,Urban,INR,2025-11-30 11:51:44
TXN_20251130_014973,USER_0945,2025-11-30 03:28:05,MERCH_0130,Merchant_0129,Health,Yoga Mat,5336.79,112.02,187.13,278,Debit Card,Successful,Android,Urban,INR,2025-11-30 03:28:05
TXN_20251130_014974,USER_0566,2025-11-30 18:37:41,MERCH_0125,Merchant_0124,Groceries,Sugar 5kg,9099.56,207.25,435.71,673,UPI,Successful,Android,Urban,INR,2025-11-30 18:37:41
TXN_20251130_014975,USER_0777,2025-11-30 11:49:27,MERCH_0462,Merchant_0461,Electronics,Sony WH-1000XM5,2453.26,58.1,0.0,0,UPI,Failed,Android,Suburban,INR,2025-11-30 11:49:27
TXN_20251130_014976,USER_0245,2025-11-30 19:29:09,MERCH_0130,Merchant_0129,Health,Fitness Band,840.1,17.45,0.57,53,UPI,Successful,iOS,Urban,INR,2025-11-30 19:29:09
TXN_20251130_014977,USER_0592,2025-11-30 01:58:55,MERCH_0071,Merchant_0070,Health,Medicine Pack,331.26,6.79,15.14,23,Wallet Balance,Successful,Android,Urban,INR,2025-11-30 01:58:55
TXN_20251130_014978,USER_0404,2025-11-30 15:23:42,MERCH_0324,Merchant_0323,Entertainment,Game CD,5123.88,97.46,118.5,371,Wallet Balance,Successful,iOS,Urban,INR,2025-11-30 15:23:42
TXN_20251130_014979,USER_0200,2025-11-30 21:06:35,MERCH_0110,Merchant_0109,Entertainment,YouTube Premium,299.98,5.93,11.27,28,UPI,Successful,Android,Urban,INR,2025-11-30 21:06:35
TXN_20251130_014980,USER_0734,2025-11-30 06:53:40,MERCH_0001,Amazon India,Education,Online Course Fee,1286.13,30.71,17.78,127,Debit Card,Successful,iOS,Rural,INR,2025-11-30 06:53:40
TXN_20251130_014981,USER_0737,2025-11-30 06:24:16,MERCH_0455,Merchant_0454,Fashion,Nike Air Max,1444.75,38.36,17.42,97,Credit Card,Successful,iOS,Urban,INR,2025-11-30 06:24:16
TXN_20251130_014982,USER_0975,2025-11-30 04:37:32,MERCH_0326,Merchant_0325,Groceries,Vegetables Basket,1686.73,34.85,36.97,87,UPI,Successful,Android,Urban,INR,2025-11-30 04:37:32
TXN_20251130_014983,USER_0896,2025-11-30 09:17:22,MERCH_0209,Merchant_0208,Entertainment,IPL Match Ticket,1873.95,42.41,71.92,99,UPI,Successful,iOS,Urban,INR,2025-11-30 09:17:22
TXN_20251130_014984,USER_0262,2025-11-30 19:47:41,MERCH_0017,BookMyShow,Bills,Electricity Bill,2075.89,39.01,56.2,117,Wallet Balance,Successful,Android,Urban,INR,2025-11-30 19:47:41
TXN_20251130_014985,USER_0704,2025-11-30 09:29:01,MERCH_0408,Merchant_0407,Entertainment,Game CD,161.52,4.41,5.96,12,Wallet Balance,Successful,iOS,Urban,INR,2025-11-30 09:29:01
TXN_20251130_014986,USER_0023,2025-11-30 11:50:24,MERCH_0158,Merchant_0157,Travel,Metro Card Recharge,1834.74,36.75,87.02,99,UPI,Successful,Android,Suburban,INR,2025-11-30 11:50:24
TXN_20251130_014987,USER_0269,2025-11-30 20:23:21,MERCH_0115,Merchant_0114,Electronics,MacBook Air M2,194.5,5.49,5.16,10,UPI,Successful,Android,Suburban,INR,2025-11-30 20:23:21
TXN_20251130_014988,USER_0343,2025-11-30 15:12:34,MERCH_0079,Merchant_0078,Education,Certification Exam,3760.16,98.75,66.96,190,Credit Card,Successful,Android,Urban,INR,2025-11-30 15:12:34
TXN_20251130_014989,USER_0745,2025-11-30 18:34:08,MERCH_0467,Merchant_0466,Education,Online Course Fee,1037.82,22.3,6.14,55,Wallet Balance,Successful,Android,Urban,INR,2025-11-30 18:34:08
TXN_20251130_014990,USER_0621,2025-11-30 19:25:45,MERCH_0076,Merchant_0075,Education,E-Learning Subscription,209.13,4.45,9.11,13,UPI,Successful,Android,Urban,INR,2025-11-30 19:25:45
TXN_20251130_014991,USER_0426,2025-11-30 19:40:31,MERCH_0044,Merchant_0043,Groceries,Wheat Flour 10kg,800.95,16.92,39.69,60,UPI,Successful,Web,Urban,INR,2025-11-30 19:40:31
TXN_20251130_014992,USER_0326,2025-11-30 16:57:33,MERCH_0239,Merchant_0238,Entertainment,Movie Ticket 2,1022.42,25.19,14.6,87,UPI,Successful,Android,Urban,INR,2025-11-30 16:57:33
TXN_20251130_014993,USER_0563,2025-11-30 23:36:32,MERCH_0160,Merchant_0159,Fashion,Adidas Ultraboost,5947.34,145.64,97.62,327,UPI,Successful,Android,Urban,INR,2025-11-30 23:36:32
TXN_20251130_014994,USER_0747,2025-11-30 08:33:54,MERCH_0451,Merchant_0450,Travel,Resort Package,2200.94,59.15,108.53,131,Wallet Balance,Successful,iOS,Urban,INR,2025-11-30 08:33:54
TXN_20251130_014995,USER_0240,2025-11-30 14:40:56,MERCH_0314,Merchant_0313,Others,Tools Set,2551.52,56.88,15.15,188,UPI,Successful,iOS,Suburban,INR,2025-11-30 14:40:56
TXN_20251130_014996,USER_0516,2025-11-30 09:55:05,MERCH_0419,Merchant_0418,Travel,Resort Package,5891.24,104.95,60.7,460,UPI,Successful,Android,Urban,INR,2025-11-30 09:55:05
TXN_20251130_014997,USER_0546,2025-11-30 16:34:31,MERCH_0055,Merchant_0054,Others,Tools Set,1642.3,39.85,2.11,93,UPI,Successful,iOS,Rural,INR,2025-11-30 16:34:31
TXN_20251130_014998,USER_0894,2025-11-30 02:51:37,MERCH_0297,Merchant_0296,Bills,Water Bill,3843.69,67.69,174.74,299,UPI,Successful,Android,Urban,INR,2025-11-30 02:51:37
TXN_20251130_014999,USER_0410,2025-11-30 08:57:25,MERCH_0217,Merchant_0216,Electronics,MacBook Air M2,3582.66,83.66,50.34,288,UPI,Successful,iOS,Urban,INR,2025-11-30 08:57:25
TXN_20251130_015000,USER_0106,2025-11-30 02:03:05,MERCH_0137,Merchant_0136,Others,Donation,499.46,8.67,14.59,27,Credit Card,Successful,Android,Urban,INR,2025-11-30 02:03:05
TXN_20251130_015001,USER_0509,2025-11-30 20:21:52,MERCH_0231,Merchant_0230,Entertainment,Gaming Console,7887.1,127.43,389.14,447,Wallet Balance,Successful,Android,Urban,INR,2025-11-30 20:21:52
TXN_20251130_015002,USER_0161,2025-11-30 01:01:01,MERCH_0263,Merchant_0262,Groceries,Milk 2L,436.9,11.26,1.4,33,Debit Card,Successful,Android,Urban,INR,2025-11-30 01:01:01
TXN_20251130_015003,USER_0588,2025-11-30 11:06:55,MERCH_0106,Merchant_0105,Education,Workshop Pass,4524.97,118.87,39.32,252,Credit Card,Successful,Android,Urban,INR,2025-11-30 11:06:55
TXN_20251130_015004,USER_0313,2025-11-30 07:52:17,MERCH_0199,Merchant_0198,Travel,Train Ticket AC,396.6,8.29,14.3,26,UPI,Successful,iOS,Urban,INR,2025-11-30 07:52:17
TXN_20251130_015005,USER_0012,2025-11-30 13:49:45,MERCH_0317,Merchant_0316,Health,Medical Checkup,3298.55,72.07,140.77,216,Debit Card,Successful,iOS,Urban,INR,2025-11-30 13:49:45
TXN_20251130_015006,USER_0805,2025-11-30 00:57:52,MERCH_0306,Merchant_0305,Health,Fitness Band,11636.65,345.06,255.75,683,Credit Card,Successful,Android,Rural,INR,2025-11-30 00:57:52
TXN_20251130_015007,USER_0644,2025-11-30 04:10:35,MERCH_0081,Merchant_0080,Health,Yoga Mat,1461.21,33.55,71.13,83,UPI,Successful,Android,Urban,INR,2025-11-30 04:10:35
TXN_20251130_015008,USER_0962,2025-11-30 10:52:19,MERCH_0411,Merchant_0410,Fashion,H&M T-Shirt,1399.18,33.3,65.93,94,UPI,Successful,iOS,Urban,INR,2025-11-30 10:52:19
TXN_20251130_015009,USER_0996,2025-11-30 05:22:20,MERCH_0318,Merchant_0317,Others,Donation,3329.04,96.84,129.12,282,Debit Card,Successful,iOS,Urban,INR,2025-11-30 05:22:20
TXN_20251130_015010,USER_0795,2025-11-30 02:00:22,MERCH_0008,Zomato,Others,Home Decor Item,1300.63,37.34,21.97,73,UPI,Successful,Web,Urban,INR,2025-11-30 02:00:22
TXN_20251130_015011,USER_0087,2025-11-30 00:32:04,MERCH_0353,Merchant_0352,Education,School Fee Payment,11139.79,175.65,307.25,609,Wallet Balance,Successful,Web,Urban,INR,2025-11-30 00:32:04
TXN_20251130_015012,USER_0278,2025-11-30 05:06:07,MERCH_0319,Merchant_0318,Health,Vitamin Supplements,2191.17,51.34,32.3,176,UPI,Successful,iOS,Urban,INR,2025-11-30 05:06:07
TXN_20251130_015013,USER_0505,2025-11-30 15:27:16,MERCH_0137,Merchant_0136,Electronics,Sony WH-1000XM5,1312.69,33.8,18.19,77,UPI,Successful,Web,Suburban,INR,2025-11-30 15:27:16
TXN_20251130_015014,USER_0682,2025-11-30 08:16:41,MERCH_0171,Merchant_0170,Electronics,OnePlus 11,1053.33,18.85,51.81,54,Credit Card,Successful,Android,Urban,INR,2025-11-30 08:16:41
TXN_20251130_015015,USER_0763,2025-11-30 08:18:48,MERCH_0112,Merchant_0111,Health,Vitamin Supplements,711.27,20.66,6.78,60,UPI,Successful,Web,Urban,INR,2025-11-30 08:18:48
TXN_20251130_015016,USER_0140,2025-11-30 22:42:43,MERCH_0109,Merchant_0108,Education,Online Course Fee,965.11,27.57,33.79,90,UPI,Successful,Android,Urban,INR,2025-11-30 22:42:43
TXN_20251130_015017,USER_0959,2025-11-30 22:04:22,MERCH_0155,Merchant_0154,Travel,Train Ticket AC,1273.25,37.71,38.01,66,Credit Card,Successful,Android,Urban,INR,2025-11-30 22:04:22
TXN_20251130_015018,USER_0739,2025-11-30 04:52:44,MERCH_0476,Merchant_0475,Travel,Hotel 1 Night,1110.27,32.58,4.19,74,Wallet Balance,Successful,iOS,Urban,INR,2025-11-30 04:52:44
TXN_20251130_015019,USER_0449,2025-11-30 16:46:35,MERCH_0363,Merchant_0362,Electronics,Sony WH-1000XM5,936.2,16.32,11.63,69,UPI,Successful,Android,Suburban,INR,2025-11-30 16:46:35
TXN_20251130_015020,USER_0757,2025-11-30 14:26:55,MERCH_0207,Merchant_0206,Education,Study Lamp,14747.68,408.03,191.24,1128,UPI,Successful,iOS,Urban,INR,2025-11-30 14:26:55
TXN_20251130_015021,USER_0560,2025-11-30 17:34:56,MERCH_0349,Merchant_0348,Fashion,Ray-Ban Sunglasses,645.42,15.69,20.37,48,Debit Card,Successful,Android,Urban,INR,2025-11-30 17:34:56
TXN_20251130_015022,USER_0156,2025-11-30 07:15:12,MERCH_0366,Merchant_0365,Others,Home Decor Item,2093.58,40.11,96.29,198,UPI,Successful,Android,Urban,INR,2025-11-30 07:15:12
TXN_20251130_015023,USER_0915,2025-11-30 23:05:21,MERCH_0141,Merchant_0140,Electronics,MacBook Air M2,3269.92,90.13,74.58,282,Debit Card,Successful,Android,Urban,INR,2025-11-30 23:05:21
TXN_20251130_015024,USER_0085,2025-11-30 09:39:45,MERCH_0084,Merchant_0083,Fashion,Fastrack Watch,3395.17,63.52,39.01,220,UPI,Successful,Android,Urban,INR,2025-11-30 09:39:45
TXN_20251130_015025,USER_0332,2025-11-30 12:05:15,MERCH_0073,Merchant_0072,Entertainment,YouTube Premium,1705.12,31.13,18.87,120,Debit Card,Successful,Android,Suburban,INR,2025-11-30 12:05:15
TXN_20251130_015026,USER_0342,2025-11-30 04:30:15,MERCH_0477,Merchant_0476,Fashion,H&M T-Shirt,1421.26,36.59,63.97,98,UPI,Successful,iOS,Suburban,INR,2025-11-30 04:30:15
TXN_20251130_015027,USER_0006,2025-11-30 13:59:26,MERCH_0032,EntertainPlus,Travel,Hotel 1 Night,2839.97,61.34,54.43,151,UPI,Successful,Android,Urban,INR,2025-11-30 13:59:26
TXN_20251130_015028,USER_0681,2025-11-30 22:27:17,MERCH_0180,Merchant_0179,Fashion,Zara Dress,2360.25,67.33,115.93,139,UPI,Successful,Android,Urban,INR,2025-11-30 22:27:17
TXN_20251130_015029,USER_0559,2025-11-30 04:53:44,MERCH_0210,Merchant_0209,Others,Tools Set,1395.55,35.42,35.98,89,Debit Card,Successful,Android,Urban,INR,2025-11-30 04:53:44
TXN_20251130_015030,USER_0244,2025-11-30 04:32:38,MERCH_0421,Merchant_0420,Education,E-Learning Subscription,379.22,11.07,11.66,32,UPI,Successful,Android,Urban,INR,2025-11-30 04:32:38
