transaction_id,customer_id,transaction_timestamp,merchant_id,merchant_name,product_category,product_name,amount,fee_amount,cashback_amount,loyalty_points,payment_method,transaction_status,device_type,location_type,currency,updated_at
TXN_20251201_029861,USER_0127,2025-12-01 07:17:36,MERCH_0110,Merchant_0109,Health,Vitamin Supplements,1381.2,36.06,27.75,92,UPI,Successful,Android,Suburban,INR,2025-12-01 07:17:36
TXN_20251201_029862,USER_0912,2025-12-01 14:30:15,MERCH_0115,Merchant_0114,Bills,Mobile Recharge,322.87,5.59,1.2,23,UPI,Successful,Web,Urban,INR,2025-12-01 14:30:15
TXN_20251201_029863,USER_0909,2025-12-01 16:41:15,MERCH_0291,Merchant_0290,Groceries,Tea Powder 1kg,570.93,11.95,11.77,35,Credit Card,Successful,Android,Urban,INR,2025-12-01 16:41:15
TXN_20251201_029864,USER_0340,2025-12-01 09:40:29,MERCH_0059,Merchant_0058,Electronics,"Samsung 55"" TV",1208.41,18.36,45.49,97,Debit Card,Successful,Android,Urban,INR,2025-12-01 09:40:29
TXN_20251201_029865,USER_0434,2025-12-01 16:04:37,MERCH_0134,Merchant_0133,Bills,Water Bill,100.0,1.8,0.0,0,UPI,Pending,iOS,Urban,INR,2025-12-01 16:04:37
TXN_20251201_029866,USER_0714,2025-12-01 21:44:51,MERCH_0360,Merchant_0359,Travel,Hotel 1 Night,3431.13,55.58,105.4,218,UPI,Successful,Android,Suburban,INR,2025-12-01 21:44:51
TXN_20251201_029867,USER_0687,2025-12-01 23:51:13,MERCH_0081,Merchant_0080,Groceries,Vegetables Basket,458.21,12.22,10.14,32,UPI,Successful,Android,Suburban,INR,2025-12-01 23:51:13
TXN_20251201_029868,USER_0633,2025-12-01 21:12:53,MERCH_0037,Merchant_0036,Others,Pet Food,3593.34,60.7,151.7,330,UPI,Successful,Android,Rural,INR,2025-12-01 21:12:53
TXN_20251201_029869,USER_0745,2025-12-01 12:04:32,MERCH_0227,Merchant_0226,Entertainment,Concert Pass,3290.9,85.96,139.91,213,UPI,Successful,iOS,Urban,INR,2025-12-01 12:04:32
TXN_20251201_029870,USER_0911,2025-12-01 18:17:42,MERCH_0451,Merchant_0450,Bills,DTH Recharge,1049.75,16.15,5.17,79,UPI,Successful,Android,Urban,INR,2025-12-01 18:17:42
TXN_20251201_029871,USER_0536,2025-12-01 08:55:20,MERCH_0340,Merchant_0339,Entertainment,Game CD,4917.46,120.21,0.0,0,Debit Card,Failed,Android,Urban,INR,2025-12-01 08:55:20
TXN_20251201_029872,USER_0416,2025-12-01 23:23:27,MERCH_0393,Merchant_0392,Bills,Electricity Bill,3801.68,95.87,0.0,0,UPI,Failed,Android,Suburban,INR,2025-12-01 23:23:27
TXN_20251201_029873,USER_0714,2025-12-01 18:31:10,MERCH_0199,Merchant_0198,Fashion,Adidas Ultraboost,1327.48,35.89,27.22,96,UPI,Successful,Android,Suburban,INR,2025-12-01 18:31:10
TXN_20251201_029874,USER_0084,2025-12-01 03:32:44,MERCH_0136,Merchant_0135,Entertainment,Spotify Premium,1185.88,26.21,12.33,115,UPI,Successful,iOS,Suburban,INR,2025-12-01 03:32:44
TXN_20251201_029875,USER_0917,2025-12-01 10:43:39,MERCH_0068,Merchant_0067,Travel,Car Rental Daily,5416.65,124.08,96.92,310,UPI,Successful,iOS,Urban,INR,2025-12-01 10:43:39
TXN_20251201_029876,USER_0395,2025-12-01 05:17:57,MERCH_0323,Merchant_0322,Others,Plants,2280.19,59.19,97.44,221,UPI,Successful,Web,Urban,INR,2025-12-01 05:17:57
TXN_20251201_029877,USER_0894,2025-12-01 07:17:47,MERCH_0124,Merchant_0123,Education,Study Lamp,5139.43,122.13,131.81,293,UPI,Successful,iOS,Urban,INR,2025-12-01 07:17:47
TXN_20251201_029878,USER_0042,2025-12-01 10:34:53,MERCH_0013,Goibibo,Health,Gym Membership,165.84,3.48,5.65,12,UPI,Successful,iOS,Urban,INR,2025-12-01 10:34:53
TXN_20251201_029879,USER_0057,2025-12-01 23:16:49,MERCH_0233,Merchant_0232,Entertainment,Game CD,1995.17,35.52,44.56,115,UPI,Successful,Android,Suburban,INR,2025-12-01 23:16:49
TXN_20251201_029880,USER_0066,2025-12-01 21:29:30,MERCH_0158,Merchant_0157,Electronics,OnePlus 11,373.38,6.5,17.44,22,UPI,Successful,iOS,Urban,INR,2025-12-01 21:29:30
TXN_20251201_029881,USER_0804,2025-12-01 05:09:23,MERCH_0089,Merchant_0088,Food,Ice Cream Tub,1762.01,38.27,31.58,94,UPI,Successful,iOS,Urban,INR,2025-12-01 05:09:23
TXN_20251201_029882,USER_0268,2025-12-01 16:32:24,MERCH_0163,Merchant_0162,Electronics,Boat Airdopes,3691.62,102.29,62.61,350,UPI,Successful,iOS,Urban,INR,2025-12-01 16:32:24
TXN_20251201_029883,USER_0737,2025-12-01 03:40:07,MERCH_0139,Merchant_0138,Health,Medical Checkup,10292.18,178.82,305.59,616,UPI,Successful,Android,Urban,INR,2025-12-01 03:40:07
TXN_20251201_029884,USER_0183,2025-12-01 15:15:17,MERCH_0173,Merchant_0172,Entertainment,Book Novel,707.57,18.5,0.0,0,Debit Card,Pending,Android,Urban,INR,2025-12-01 15:15:17
TXN_20251201_029885,USER_0990,2025-12-01 20:06:08,MERCH_0431,Merchant_0430,Electronics,iPhone 15,1068.8,16.82,7.71,89,UPI,Successful,iOS,Urban,INR,2025-12-01 20:06:08
TXN_20251201_029886,USER_0178,2025-12-01 10:48:47,MERCH_0459,Merchant_0458,Electronics,Sony WH-1000XM5,1643.31,31.42,41.38,131,UPI,Successful,Web,Urban,INR,2025-12-01 10:48:47
TXN_20251201_029887,USER_0769,2025-12-01 06:26:41,MERCH_0352,Merchant_0351,Groceries,Cooking Oil 5L,682.3,13.55,20.06,47,UPI,Successful,Android,Urban,INR,2025-12-01 06:26:41
TXN_20251201_029888,USER_0968,2025-12-01 14:12:30,MERCH_0121,Merchant_0120,Fashion,Woodland Shoes,4810.52,125.45,25.52,438,UPI,Successful,Android,Suburban,INR,2025-12-01 14:12:30
TXN_20251201_029889,USER_0968,2025-12-01 14:01:12,MERCH_0228,Merchant_0227,Entertainment,Spotify Premium,1685.65,49.89,65.45,159,Wallet Balance,Successful,Android,Urban,INR,2025-12-01 14:01:12
TXN_20251201_029890,USER_0090,2025-12-01 01:12:30,MERCH_0166,Merchant_0165,Health,Doctor Consultation,2042.56,54.93,66.61,136,UPI,Successful,Android,Rural,INR,2025-12-01 01:12:30
TXN_20251201_029891,USER_0249,2025-12-01 00:23:05,MERCH_0158,Merchant_0157,Travel,Bus Ticket Volvo,3361.6,65.03,166.99,224,UPI,Successful,Android,Suburban,INR,2025-12-01 00:23:05
TXN_20251201_029892,USER_0021,2025-12-01 11:47:13,MERCH_0499,Merchant_0498,Groceries,Wheat Flour 10kg,1682.92,33.66,42.32,103,Debit Card,Successful,Android,Suburban,INR,2025-12-01 11:47:13
TXN_20251201_029893,USER_0654,2025-12-01 23:24:40,MERCH_0063,Merchant_0062,Others,Donation,798.28,20.34,33.06,70,Debit Card,Successful,iOS,Urban,INR,2025-12-01 23:24:40
TXN_20251201_029894,USER_0466,2025-12-01 12:16:15,MERCH_0137,Merchant_0136,Travel,Bus Ticket Volvo,1697.62,39.89,71.58,122,Credit Card,Successful,Android,Urban,INR,2025-12-01 12:16:15
TXN_20251201_029895,USER_0309,2025-12-01 20:47:16,MERCH_0301,Merchant_0300,Travel,Bus Ticket Volvo,768.02,21.36,28.26,62,UPI,Successful,iOS,Urban,INR,2025-12-01 20:47:16
TXN_20251201_029896,USER_0007,2025-12-01 19:45:08,MERCH_0001,Amazon India,Fashion,Levi's Jeans,2014.21,31.16,53.63,106,Credit Card,Successful,Android,Suburban,INR,2025-12-01 19:45:08
TXN_20251201_029897,USER_0856,2025-12-01 00:25:30,MERCH_0089,Merchant_0088,Entertainment,Concert Pass,4899.74,116.59,226.32,433,UPI,Successful,iOS,Urban,INR,2025-12-01 00:25:30
TXN_20251201_029898,USER_0477,2025-12-01 14:59:04,MERCH_0477,Merchant_0476,Health,Gym Membership,558.37,10.65,7.12,35,UPI,Successful,Android,Rural,INR,2025-12-01 14:59:04
TXN_20251201_029899,USER_0520,2025-12-01 09:02:51,MERCH_0391,Merchant_0390,Education,Textbook Set,390.58,11.08,19.47,21,UPI,Successful,Android,Urban,INR,2025-12-01 09:02:51
TXN_20251201_029900,USER_0701,2025-12-01 22:02:30,MERCH_0377,Merchant_0376,Fashion,Fastrack Watch,1899.32,54.23,67.69,127,UPI,Successful,iOS,Urban,INR,2025-12-01 22:02:30
TXN_20251201_029901,USER_0308,2025-12-01 16:50:48,MERCH_0419,Merchant_0418,Education,School Fee Payment,838.99,16.47,10.14,51,UPI,Successful,Android,Rural,INR,2025-12-01 16:50:48
TXN_20251201_029902,USER_0176,2025-12-01 13:12:09,MERCH_0480,Merchant_0479,Education,E-Learning Subscription,1866.36,31.73,62.59,119,UPI,Successful,Android,Urban,INR,2025-12-01 13:12:09
TXN_20251201_029903,USER_0151,2025-12-01 06:31:25,MERCH_0360,Merchant_0359,Entertainment,Concert Pass,2490.91,68.25,72.91,216,Debit Card,Successful,Android,Urban,INR,2025-12-01 06:31:25
TXN_20251201_029904,USER_0731,2025-12-01 01:49:40,MERCH_0113,Merchant_0112,Bills,Gas Cylinder,211.94,4.55,6.8,11,UPI,Successful,iOS,Urban,INR,2025-12-01 01:49:40
TXN_20251201_029905,USER_0615,2025-12-01 00:28:40,MERCH_0254,Merchant_0253,Health,Doctor Consultation,3604.18,69.35,0.0,0,UPI,Failed,Android,Urban,INR,2025-12-01 00:28:40
TXN_20251201_029906,USER_0946,2025-12-01 14:20:12,MERCH_0375,Merchant_0374,Entertainment,Spotify Premium,561.34,14.86,7.29,28,Credit Card,Successful,Web,Urban,INR,2025-12-01 14:20:12
TXN_20251201_029907,USER_0170,2025-12-01 21:41:11,MERCH_0048,Merchant_0047,Electronics,Dell XPS 13,1768.08,28.01,78.15,142,UPI,Successful,Android,Urban,INR,2025-12-01 21:41:11
TXN_20251201_029908,USER_0930,2025-12-01 02:17:06,MERCH_0478,Merchant_0477,Fashion,Fastrack Watch,935.07,21.61,42.57,71,Debit Card,Successful,Android,Suburban,INR,2025-12-01 02:17:06
TXN_20251201_029909,USER_0639,2025-12-01 05:54:37,MERCH_0133,Merchant_0132,Others,Cosmetics,1041.11,17.51,11.77,58,UPI,Successful,Android,Suburban,INR,2025-12-01 05:54:37
TXN_20251201_029910,USER_0681,2025-12-01 11:39:49,MERCH_0447,Merchant_0446,Bills,Broadband Bill,9837.51,280.58,243.81,522,UPI,Successful,iOS,Rural,INR,2025-12-01 11:39:49
TXN_20251201_029911,USER_0958,2025-12-01 13:03:09,MERCH_0040,Merchant_0039,Education,E-Learning Subscription,2488.08,66.89,106.86,170,Credit Card,Successful,Android,Urban,INR,2025-12-01 13:03:09
TXN_20251201_029912,USER_0582,2025-12-01 10:58:54,MERCH_0193,Merchant_0192,Electronics,OnePlus 11,4467.97,75.73,55.25,344,UPI,Successful,Web,Rural,INR,2025-12-01 10:58:54
TXN_20251201_029913,USER_0782,2025-12-01 11:41:23,MERCH_0461,Merchant_0460,Others,Gift Card,2102.62,53.72,29.7,122,UPI,Successful,Web,Urban,INR,2025-12-01 11:41:23
TXN_20251201_029914,USER_0885,2025-12-01 05:03:10,MERCH_0498,Merchant_0497,Entertainment,Book Novel,3361.07,92.46,106.14,278,Debit Card,Successful,Web,Urban,INR,2025-12-01 05:03:10
TXN_20251201_029915,USER_0766,2025-12-01 12:19:22,MERCH_0451,Merchant_0450,Entertainment,Game CD,2744.57,69.95,104.07,208,UPI,Successful,iOS,Urban,INR,2025-12-01 12:19:22
TXN_20251201_029916,USER_0572,2025-12-01 01:47:20,MERCH_0112,Merchant_0111,Food,Burger Combo,2331.94,58.8,9.81,192,UPI,Successful,iOS,Urban,INR,2025-12-01 01:47:20
TXN_20251201_029917,USER_0686,2025-12-01 19:11:04,MERCH_0282,Merchant_0281,Electronics,Sony WH-1000XM5,5470.67,95.73,123.83,321,UPI,Successful,Android,Urban,INR,2025-12-01 19:11:04
TXN_20251201_029918,USER_0085,2025-12-01 09:31:53,MERCH_0041,Merchant_0040,Electronics,"Samsung 55"" TV",2114.36,62.98,49.03,113,UPI,Successful,Android,Rural,INR,2025-12-01 09:31:53
TXN_20251201_029919,USER_0997,2025-12-01 12:30:18,MERCH_0072,Merchant_0071,Entertainment,Movie Ticket 2,17767.9,341.24,779.57,1331,Debit Card,Successful,Web,Suburban,INR,2025-12-01 12:30:18
TXN_20251201_029920,USER_0638,2025-12-01 13:28:57,MERCH_0353,Merchant_0352,Electronics,OnePlus 11,4724.57,127.95,56.84,307,UPI,Successful,Android,Rural,INR,2025-12-01 13:28:57
TXN_20251201_029921,USER_0474,2025-12-01 20:10:48,MERCH_0294,Merchant_0293,Groceries,Milk 2L,578.51,9.97,18.6,44,UPI,Successful,Web,Suburban,INR,2025-12-01 20:10:48
TXN_20251201_029922,USER_0635,2025-12-01 07:36:20,MERCH_0409,Merchant_0408,Health,Gym Membership,1515.42,25.55,37.02,90,Credit Card,Successful,Android,Suburban,INR,2025-12-01 07:36:20
TXN_20251201_029923,USER_0140,2025-12-01 18:19:10,MERCH_0167,Merchant_0166,Education,E-Learning Subscription,2689.41,41.77,77.45,138,UPI,Successful,iOS,Suburban,INR,2025-12-01 18:19:10
TXN_20251201_029924,USER_0035,2025-12-01 16:41:03,MERCH_0221,Merchant_0220,Food,Masala Dosa,1890.31,49.84,36.28,112,Credit Card,Successful,Android,Urban,INR,2025-12-01 16:41:03
TXN_20251201_029925,USER_0915,2025-12-01 16:24:38,MERCH_0207,Merchant_0206,Education,Study Lamp,3593.47,90.71,127.9,229,UPI,Successful,iOS,Urban,INR,2025-12-01 16:24:38
TXN_20251201_029926,USER_0390,2025-12-01 05:49:12,MERCH_0430,Merchant_0429,Electronics,OnePlus 11,4011.89,99.53,101.49,212,Debit Card,Successful,Android,Suburban,INR,2025-12-01 05:49:12
TXN_20251201_029927,USER_0697,2025-12-01 16:58:08,MERCH_0203,Merchant_0202,Bills,Gas Cylinder,464.25,10.9,0.0,0,UPI,Failed,Android,Urban,INR,2025-12-01 16:58:08
TXN_20251201_029928,USER_0809,2025-12-01 14:49:44,MERCH_0155,Merchant_0154,Education,Certification Exam,6509.89,118.43,274.78,458,Debit Card,Successful,Android,Urban,INR,2025-12-01 14:49:44
TXN_20251201_029929,USER_0918,2025-12-01 06:53:00,MERCH_0034,EduPoint,Bills,Credit Card Payment,1100.13,17.76,28.33,68,UPI,Successful,Android,Suburban,INR,2025-12-01 06:53:00
TXN_20251201_029930,USER_0941,2025-12-01 21:17:46,MERCH_0063,Merchant_0062,Bills,Electricity Bill,996.35,25.75,42.32,80,Credit Card,Successful,iOS,Suburban,INR,2025-12-01 21:17:46
TXN_20251201_029931,USER_0072,2025-12-01 07:25:30,MERCH_0024,Croma,Travel,Car Rental Daily,993.15,16.0,0.0,0,Debit Card,Failed,Android,Suburban,INR,2025-12-01 07:25:30
TXN_20251201_029932,USER_0140,2025-12-01 21:09:03,MERCH_0135,Merchant_0134,Others,Toys Pack,4058.53,66.96,56.37,298,Debit Card,Successful,Android,Urban,INR,2025-12-01 21:09:03
TXN_20251201_029933,USER_0735,2025-12-01 04:23:00,MERCH_0367,Merchant_0366,Bills,Electricity Bill,1384.28,21.87,56.94,113,Credit Card,Successful,iOS,Urban,INR,2025-12-01 04:23:00
TXN_20251201_029934,USER_0433,2025-12-01 23:12:01,MERCH_0319,Merchant_0318,Fashion,Ray-Ban Sunglasses,931.18,26.61,10.22,48,UPI,Successful,Web,Urban,INR,2025-12-01 23:12:01
TXN_20251201_029935,USER_0304,2025-12-01 01:24:20,MERCH_0391,Merchant_0390,Fashion,Levi's Jeans,1183.27,23.62,22.37,109,UPI,Successful,Android,Urban,INR,2025-12-01 01:24:20
TXN_20251201_029936,USER_0480,2025-12-01 20:41:27,MERCH_0412,Merchant_0411,Bills,DTH Recharge,300.46,5.11,4.98,21,UPI,Successful,Web,Urban,INR,2025-12-01 20:41:27
TXN_20251201_029937,USER_0353,2025-12-01 01:43:09,MERCH_0100,Merchant_0099,Bills,Mobile Recharge,778.86,12.97,7.04,49,UPI,Successful,iOS,Suburban,INR,2025-12-01 01:43:09
TXN_20251201_029938,USER_0807,2025-12-01 22:25:47,MERCH_0396,Merchant_0395,Entertainment,IPL Match Ticket,523.44,10.55,6.2,30,UPI,Successful,iOS,Urban,INR,2025-12-01 22:25:47
TXN_20251201_029939,USER_0291,2025-12-01 17:32:48,MERCH_0266,Merchant_0265,Others,Gift Card,1381.37,41.4,29.74,70,Wallet Balance,Successful,Android,Urban,INR,2025-12-01 17:32:48
TXN_20251201_029940,USER_0097,2025-12-01 14:55:42,MERCH_0060,Merchant_0059,Others,Tools Set,3512.89,90.84,137.17,328,Debit Card,Successful,Android,Urban,INR,2025-12-01 14:55:42
TXN_20251201_029941,USER_0495,2025-12-01 10:39:40,MERCH_0460,Merchant_0459,Groceries,Sugar 5kg,3145.96,67.57,73.26,212,UPI,Successful,iOS,Urban,INR,2025-12-01 10:39:40
TXN_20251201_029942,USER_0077,2025-12-01 13:16:30,MERCH_0394,Merchant_0393,Education,School Fee Payment,6353.43,116.5,193.19,590,Wallet Balance,Successful,Android,Rural,INR,2025-12-01 13:16:30
TXN_20251201_029943,USER_0463,2025-12-01 07:51:26,MERCH_0076,Merchant_0075,Entertainment,Gaming Console,5084.62,101.98,194.31,294,Credit Card,Successful,iOS,Suburban,INR,2025-12-01 07:51:26
TXN_20251201_029944,USER_0649,2025-12-01 09:08:03,MERCH_0470,Merchant_0469,Entertainment,Concert Pass,1065.72,21.31,6.03,70,Credit Card,Successful,iOS,Urban,INR,2025-12-01 09:08:03
TXN_20251201_029945,USER_0163,2025-12-01 06:03:03,MERCH_0390,Merchant_0389,Fashion,Levi's Jeans,1842.86,45.76,57.68,101,UPI,Successful,Android,Suburban,INR,2025-12-01 06:03:03
TXN_20251201_029946,USER_0362,2025-12-01 15:47:19,MERCH_0193,Merchant_0192,Bills,Gas Cylinder,1750.13,28.65,70.58,171,Credit Card,Successful,Android,Urban,INR,2025-12-01 15:47:19
TXN_20251201_029947,USER_0133,2025-12-01 22:34:32,MERCH_0285,Merchant_0284,Others,Cosmetics,210.39,3.26,10.04,10,UPI,Successful,iOS,Urban,INR,2025-12-01 22:34:32
TXN_20251201_029948,USER_0686,2025-12-01 13:35:23,MERCH_0474,Merchant_0473,Education,Workshop Pass,535.25,11.46,22.13,34,UPI,Successful,Android,Suburban,INR,2025-12-01 13:35:23
TXN_20251201_029949,USER_0422,2025-12-01 09:54:43,MERCH_0339,Merchant_0338,Fashion,Woodland Shoes,1529.53,35.35,75.34,76,UPI,Successful,Android,Suburban,INR,2025-12-01 09:54:43
TXN_20251201_029950,USER_0173,2025-12-01 06:18:12,MERCH_0084,Merchant_0083,Health,Protein Powder 1kg,1520.97,39.46,29.52,105,UPI,Successful,iOS,Suburban,INR,2025-12-01 06:18:12
TXN_20251201_029951,USER_0664,2025-12-01 08:02:01,MERCH_0354,Merchant_0353,Food,Paneer Butter Masala,3017.93,81.55,97.26,286,UPI,Successful,Android,Urban,INR,2025-12-01 08:02:01
TXN_20251201_029952,USER_0905,2025-12-01 16:32:32,MERCH_0400,Merchant_0399,Others,Cosmetics,2874.52,54.59,94.81,156,UPI,Successful,iOS,Urban,INR,2025-12-01 16:32:32
TXN_20251201_029953,USER_0859,2025-12-01 18:10:47,MERCH_0147,Merchant_0146,Travel,Hotel 1 Night,307.76,8.45,8.18,20,UPI,Successful,Android,Urban,INR,2025-12-01 18:10:47
TXN_20251201_029954,USER_0389,2025-12-01 09:03:09,MERCH_0277,Merchant_0276,Fashion,Zara Dress,3036.91,84.82,135.52,276,Credit Card,Successful,Android,Rural,INR,2025-12-01 09:03:09
TXN_20251201_029955,USER_0569,2025-12-01 04:36:00,MERCH_0189,Merchant_0188,Education,Tuition Fee,2161.56,57.5,100.96,118,UPI,Successful,iOS,Urban,INR,2025-12-01 04:36:00
TXN_20251201_029956,USER_0702,2025-12-01 12:36:52,MERCH_0050,Merchant_0049,Travel,Metro Card Recharge,3372.38,79.53,95.51,180,UPI,Successful,iOS,Urban,INR,2025-12-01 12:36:52
TXN_20251201_029957,USER_0570,2025-12-01 10:57:35,MERCH_0210,Merchant_0209,Fashion,Levi's Jeans,5254.63,101.49,25.88,374,UPI,Successful,Web,Urban,INR,2025-12-01 10:57:35
TXN_20251201_029958,USER_0821,2025-12-01 17:33:12,MERCH_0326,Merchant_0325,Food,Masala Dosa,1567.31,33.2,21.61,82,Debit Card,Successful,Android,Suburban,INR,2025-12-01 17:33:12
TXN_20251201_029959,USER_0565,2025-12-01 23:49:29,MERCH_0356,Merchant_0355,Electronics,Samsung Galaxy S23,6282.91,125.39,145.06,372,UPI,Successful,iOS,Urban,INR,2025-12-01 23:49:29
TXN_20251201_029960,USER_0116,2025-12-01 11:01:44,MERCH_0366,Merchant_0365,Health,Yoga Mat,742.93,14.94,23.73,71,UPI,Successful,iOS,Urban,INR,2025-12-01 11:01:44
TXN_20251201_029961,USER_0642,2025-12-01 00:43:16,MERCH_0105,Merchant_0104,Education,Certification Exam,702.23,18.26,14.49,68,UPI,Successful,Android,Urban,INR,2025-12-01 00:43:16
TXN_20251201_029962,USER_0159,2025-12-01 21:54:06,MERCH_0256,Merchant_0255,Food,Burger Combo,2776.02,63.8,19.52,153,UPI,Successful,iOS,Urban,INR,2025-12-01 21:54:06
TXN_20251201_029963,USER_0015,2025-12-01 17:06:29,MERCH_0434,Merchant_0433,Electronics,OnePlus 11,1250.42,24.36,11.35,87,Credit Card,Successful,Android,Urban,INR,2025-12-01 17:06:29
TXN_20251201_029964,USER_0259,2025-12-01 02:10:13,MERCH_0222,Merchant_0221,Electronics,OnePlus 11,2348.74,64.46,15.52,218,UPI,Successful,Android,Urban,INR,2025-12-01 02:10:13
TXN_20251201_029965,USER_0403,2025-12-01 07:45:55,MERCH_0214,Merchant_0213,Bills,Water Bill,13266.3,250.04,19.48,1282,Debit Card,Successful,Android,Urban,INR,2025-12-01 07:45:55
TXN_20251201_029966,USER_0829,2025-12-01 14:02:59,MERCH_0359,Merchant_0358,Entertainment,YouTube Premium,2679.79,71.63,96.88,152,UPI,Successful,iOS,Suburban,INR,2025-12-01 14:02:59
TXN_20251201_029967,USER_0558,2025-12-01 04:07:18,MERCH_0065,Merchant_0064,Travel,Resort Package,2235.39,62.45,39.32,114,UPI,Successful,Android,Suburban,INR,2025-12-01 04:07:18
TXN_20251201_029968,USER_0345,2025-12-01 00:59:23,MERCH_0401,Merchant_0400,Others,Gift Card,758.07,21.87,15.51,41,UPI,Successful,iOS,Urban,INR,2025-12-01 00:59:23
TXN_20251201_029969,USER_0907,2025-12-01 00:32:22,MERCH_0159,Merchant_0158,Others,Gift Card,330.31,5.16,10.02,28,Wallet Balance,Successful,iOS,Urban,INR,2025-12-01 00:32:22
TXN_20251201_029970,USER_0584,2025-12-01 07:58:21,MERCH_0132,Merchant_0131,Travel,Resort Package,1681.52,34.6,39.82,86,Credit Card,Successful,Android,Urban,INR,2025-12-01 07:58:21
TXN_20251201_029971,USER_0372,2025-12-01 23:17:22,MERCH_0088,Merchant_0087,Others,Home Decor Item,5254.66,136.65,193.8,486,UPI,Successful,iOS,Urban,INR,2025-12-01 23:17:22
TXN_20251201_029972,USER_0559,2025-12-01 22:47:08,MERCH_0466,Merchant_0465,Education,Online Course Fee,1309.06,21.27,39.4,82,Credit Card,Successful,Android,Urban,INR,2025-12-01 22:47:08
TXN_20251201_029973,USER_0120,2025-12-01 13:00:56,MERCH_0229,Merchant_0228,Others,Pet Food,2701.23,45.06,69.53,159,UPI,Successful,Android,Rural,INR,2025-12-01 13:00:56
TXN_20251201_029974,USER_0779,2025-12-01 08:02:14,MERCH_0242,Merchant_0241,Electronics,Samsung Galaxy S23,7528.85,214.35,94.58,486,Wallet Balance,Successful,iOS,Urban,INR,2025-12-01 08:02:14
TXN_20251201_029975,USER_0344,2025-12-01 15:17:23,MERCH_0312,Merchant_0311,Others,Donation,7343.1,150.28,3.95,633,UPI,Successful,Android,Urban,INR,2025-12-01 15:17:23
TXN_20251201_029976,USER_0766,2025-12-01 10:03:27,MERCH_0476,Merchant_0475,Electronics,MacBook Air M2,2776.14,50.72,63.87,164,UPI,Successful,iOS,Urban,INR,2025-12-01 10:03:27
TXN_20251201_029977,USER_0493,2025-12-01 06:37:46,MERCH_0255,Merchant_0254,Electronics,Boat Airdopes,2143.31,39.77,22.76,137,UPI,Successful,Web,Urban,INR,2025-12-01 06:37:46
TXN_20251201_029978,USER_0053,2025-12-01 03:35:40,MERCH_0334,Merchant_0333,Health,Yoga Mat,395.98,11.44,3.88,19,Debit Card,Successful,Android,Rural,INR,2025-12-01 03:35:40
TXN_20251201_029979,USER_0988,2025-12-01 14:18:23,MERCH_0056,Merchant_0055,Fashion,H&M T-Shirt,962.76,22.28,21.88,79,UPI,Successful,Android,Urban,INR,2025-12-01 14:18:23
TXN_20251201_029980,USER_0935,2025-12-01 12:21:33,MERCH_0194,Merchant_0193,Others,Donation,1365.46,40.33,66.95,95,UPI,Successful,iOS,Urban,INR,2025-12-01 12:21:33
TXN_20251201_029981,USER_0416,2025-12-01 02:41:11,MERCH_0266,Merchant_0265,Education,Textbook Set,770.98,14.85,13.28,75,UPI,Successful,Android,Urban,INR,2025-12-01 02:41:11
